stationID,now_time_cut,weekday,is_holiday,station_type,neighbor_station,inNums_now,outNums_now,inNums_before2,outNums_before2,inNums_before1,outNums_before1,inNums_after2,outNums_after2,inNums_after1,outNums_after1
0,0,5.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
0,1,5.0,0.0,1.0,[1],2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0,2,5.0,0.0,1.0,[1],0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
0,3,5.0,0.0,1.0,[1],0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0,4,5.0,0.0,1.0,[1],0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5,5.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,6,5.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7,5.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,8,5.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9,5.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10,5.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,11,5.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,12,5.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,13,5.0,0.0,1.0,[1],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,14,5.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,15,5.0,0.0,1.0,[1],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,16,5.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,17,5.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,18,5.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,19,5.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,20,5.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,21,5.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,22,5.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,23,5.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,24,5.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,25,5.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,26,5.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,27,5.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,28,5.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,29,5.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,30,5.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,31,5.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
0,32,5.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,4.0,0.0
0,33,5.0,0.0,1.0,[1],4.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,12.0,0.0
0,34,5.0,0.0,1.0,[1],12.0,0.0,0.0,0.0,4.0,0.0,17.0,1.0,23.0,3.0
0,35,5.0,0.0,1.0,[1],23.0,3.0,4.0,0.0,12.0,0.0,30.0,0.0,17.0,1.0
0,36,5.0,0.0,1.0,[1],17.0,1.0,12.0,0.0,23.0,3.0,43.0,1.0,30.0,0.0
0,37,5.0,0.0,1.0,[1],30.0,0.0,23.0,3.0,17.0,1.0,65.0,26.0,43.0,1.0
0,38,5.0,0.0,1.0,[1],43.0,1.0,17.0,1.0,30.0,0.0,89.0,15.0,65.0,26.0
0,39,5.0,0.0,1.0,[1],65.0,26.0,30.0,0.0,43.0,1.0,132.0,20.0,89.0,15.0
0,40,5.0,0.0,1.0,[1],89.0,15.0,43.0,1.0,65.0,26.0,146.0,30.0,132.0,20.0
0,41,5.0,0.0,1.0,[1],132.0,20.0,65.0,26.0,89.0,15.0,238.0,28.0,146.0,30.0
0,42,5.0,0.0,1.0,[1],146.0,30.0,89.0,15.0,132.0,20.0,214.0,22.0,238.0,28.0
0,43,5.0,0.0,1.0,[1],238.0,28.0,132.0,20.0,146.0,30.0,321.0,36.0,214.0,22.0
0,44,5.0,0.0,1.0,[1],214.0,22.0,146.0,30.0,238.0,28.0,408.0,40.0,321.0,36.0
0,45,5.0,0.0,1.0,[1],321.0,36.0,238.0,28.0,214.0,22.0,383.0,38.0,408.0,40.0
0,46,5.0,0.0,1.0,[1],408.0,40.0,214.0,22.0,321.0,36.0,362.0,66.0,383.0,38.0
0,47,5.0,0.0,1.0,[1],383.0,38.0,321.0,36.0,408.0,40.0,442.0,76.0,362.0,66.0
0,48,5.0,0.0,1.0,[1],362.0,66.0,408.0,40.0,383.0,38.0,446.0,146.0,442.0,76.0
0,49,5.0,0.0,1.0,[1],442.0,76.0,383.0,38.0,362.0,66.0,358.0,175.0,446.0,146.0
0,50,5.0,0.0,1.0,[1],446.0,146.0,362.0,66.0,442.0,76.0,310.0,248.0,358.0,175.0
0,51,5.0,0.0,1.0,[1],358.0,175.0,442.0,76.0,446.0,146.0,362.0,138.0,310.0,248.0
0,52,5.0,0.0,1.0,[1],310.0,248.0,446.0,146.0,358.0,175.0,298.0,82.0,362.0,138.0
0,53,5.0,0.0,1.0,[1],362.0,138.0,358.0,175.0,310.0,248.0,205.0,87.0,298.0,82.0
0,54,5.0,0.0,1.0,[1],298.0,82.0,310.0,248.0,362.0,138.0,155.0,61.0,205.0,87.0
0,55,5.0,0.0,1.0,[1],205.0,87.0,362.0,138.0,298.0,82.0,126.0,77.0,155.0,61.0
0,56,5.0,0.0,1.0,[1],155.0,61.0,298.0,82.0,205.0,87.0,114.0,57.0,126.0,77.0
0,57,5.0,0.0,1.0,[1],126.0,77.0,205.0,87.0,155.0,61.0,128.0,75.0,114.0,57.0
