stationID,now_time_cut,weekday,is_holiday,station_type,neighbor_station,inNums_now,outNums_now,inNums_before2,outNums_before2,inNums_before1,outNums_before1,inNums_after2,outNums_after2,inNums_after1,outNums_after1
0,0,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,4,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,6,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,8,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,11,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,12,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,13,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,14,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,15,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,16,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,17,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,18,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,19,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,20,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,21,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,22,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,23,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,24,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,25,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,26,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,27,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,28,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,29,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,30,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,31,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
0,32,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,4.0,0.0
0,33,1.0,0.0,1.0,[1],4.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,16.0,0.0
0,34,1.0,0.0,1.0,[1],16.0,0.0,0.0,0.0,4.0,0.0,31.0,0.0,22.0,4.0
0,35,1.0,0.0,1.0,[1],22.0,4.0,4.0,0.0,16.0,0.0,53.0,0.0,31.0,0.0
0,36,1.0,0.0,1.0,[1],31.0,0.0,16.0,0.0,22.0,4.0,59.0,2.0,53.0,0.0
0,37,1.0,0.0,1.0,[1],53.0,0.0,22.0,4.0,31.0,0.0,80.0,40.0,59.0,2.0
0,38,1.0,0.0,1.0,[1],59.0,2.0,31.0,0.0,53.0,0.0,128.0,16.0,80.0,40.0
0,39,1.0,0.0,1.0,[1],80.0,40.0,53.0,0.0,59.0,2.0,130.0,18.0,128.0,16.0
0,40,1.0,0.0,1.0,[1],128.0,16.0,59.0,2.0,80.0,40.0,213.0,20.0,130.0,18.0
0,41,1.0,0.0,1.0,[1],130.0,18.0,80.0,40.0,128.0,16.0,220.0,26.0,213.0,20.0
0,42,1.0,0.0,1.0,[1],213.0,20.0,128.0,16.0,130.0,18.0,260.0,36.0,220.0,26.0
0,43,1.0,0.0,1.0,[1],220.0,26.0,130.0,18.0,213.0,20.0,352.0,65.0,260.0,36.0
0,44,1.0,0.0,1.0,[1],260.0,36.0,213.0,20.0,220.0,26.0,422.0,51.0,352.0,65.0
0,45,1.0,0.0,1.0,[1],352.0,65.0,220.0,26.0,260.0,36.0,417.0,80.0,422.0,51.0
0,46,1.0,0.0,1.0,[1],422.0,51.0,260.0,36.0,352.0,65.0,429.0,70.0,417.0,80.0
0,47,1.0,0.0,1.0,[1],417.0,80.0,352.0,65.0,422.0,51.0,459.0,104.0,429.0,70.0
0,48,1.0,0.0,1.0,[1],429.0,70.0,422.0,51.0,417.0,80.0,502.0,139.0,459.0,104.0
0,49,1.0,0.0,1.0,[1],459.0,104.0,417.0,80.0,429.0,70.0,485.0,200.0,502.0,139.0
0,50,1.0,0.0,1.0,[1],502.0,139.0,429.0,70.0,459.0,104.0,362.0,214.0,485.0,200.0
0,51,1.0,0.0,1.0,[1],485.0,200.0,459.0,104.0,502.0,139.0,280.0,138.0,362.0,214.0
0,52,1.0,0.0,1.0,[1],362.0,214.0,502.0,139.0,485.0,200.0,370.0,95.0,280.0,138.0
0,53,1.0,0.0,1.0,[1],280.0,138.0,485.0,200.0,362.0,214.0,253.0,54.0,370.0,95.0
0,54,1.0,0.0,1.0,[1],370.0,95.0,362.0,214.0,280.0,138.0,183.0,64.0,253.0,54.0
0,55,1.0,0.0,1.0,[1],253.0,54.0,280.0,138.0,370.0,95.0,129.0,57.0,183.0,64.0
0,56,1.0,0.0,1.0,[1],183.0,64.0,370.0,95.0,253.0,54.0,120.0,78.0,129.0,57.0
0,57,1.0,0.0,1.0,[1],129.0,57.0,253.0,54.0,183.0,64.0,140.0,65.0,120.0,78.0
0,58,1.0,0.0,1.0,[1],120.0,78.0,183.0,64.0,129.0,57.0,104.0,84.0,140.0,65.0
0,59,1.0,0.0,1.0,[1],140.0,65.0,129.0,57.0,120.0,78.0,57.0,65.0,104.0,84.0
0,60,1.0,0.0,1.0,[1],104.0,84.0,120.0,78.0,140.0,65.0,72.0,65.0,57.0,65.0
0,61,1.0,0.0,1.0,[1],57.0,65.0,140.0,65.0,104.0,84.0,72.0,89.0,72.0,65.0
0,62,1.0,0.0,1.0,[1],72.0,65.0,104.0,84.0,57.0,65.0,75.0,76.0,72.0,89.0
0,63,1.0,0.0,1.0,[1],72.0,89.0,57.0,65.0,72.0,65.0,75.0,51.0,75.0,76.0
0,64,1.0,0.0,1.0,[1],75.0,76.0,72.0,65.0,72.0,89.0,76.0,93.0,75.0,51.0
0,65,1.0,0.0,1.0,[1],75.0,51.0,72.0,89.0,75.0,76.0,63.0,59.0,76.0,93.0
0,66,1.0,0.0,1.0,[1],76.0,93.0,75.0,76.0,75.0,51.0,59.0,73.0,63.0,59.0
0,67,1.0,0.0,1.0,[1],63.0,59.0,75.0,51.0,76.0,93.0,48.0,75.0,59.0,73.0
0,68,1.0,0.0,1.0,[1],59.0,73.0,76.0,93.0,63.0,59.0,67.0,59.0,48.0,75.0
