stationID,now_time_cut,weekday,is_holiday,station_type,neighbor_station,inNums_now,outNums_now,inNums_before2,outNums_before2,inNums_before1,outNums_before1,inNums_after2,outNums_after2,inNums_after1,outNums_after1
0,0,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,4,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,6,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,8,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,11,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,12,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,13,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,14,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,15,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,16,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,17,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,18,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,19,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,20,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,21,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,22,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,23,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,24,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,25,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,26,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,27,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,28,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,29,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,30,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,31,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
0,32,1.0,0.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,3.0,1.0
0,33,1.0,0.0,1.0,[1],3.0,1.0,0.0,0.0,0.0,0.0,29.0,2.0,20.0,0.0
0,34,1.0,0.0,1.0,[1],20.0,0.0,0.0,0.0,3.0,1.0,24.0,0.0,29.0,2.0
0,35,1.0,0.0,1.0,[1],29.0,2.0,3.0,1.0,20.0,0.0,44.0,1.0,24.0,0.0
0,36,1.0,0.0,1.0,[1],24.0,0.0,20.0,0.0,29.0,2.0,58.0,0.0,44.0,1.0
0,37,1.0,0.0,1.0,[1],44.0,1.0,29.0,2.0,24.0,0.0,98.0,40.0,58.0,0.0
0,38,1.0,0.0,1.0,[1],58.0,0.0,24.0,0.0,44.0,1.0,106.0,29.0,98.0,40.0
0,39,1.0,0.0,1.0,[1],98.0,40.0,44.0,1.0,58.0,0.0,144.0,27.0,106.0,29.0
0,40,1.0,0.0,1.0,[1],106.0,29.0,58.0,0.0,98.0,40.0,176.0,22.0,144.0,27.0
0,41,1.0,0.0,1.0,[1],144.0,27.0,98.0,40.0,106.0,29.0,255.0,16.0,176.0,22.0
0,42,1.0,0.0,1.0,[1],176.0,22.0,106.0,29.0,144.0,27.0,318.0,32.0,255.0,16.0
0,43,1.0,0.0,1.0,[1],255.0,16.0,144.0,27.0,176.0,22.0,310.0,34.0,318.0,32.0
0,44,1.0,0.0,1.0,[1],318.0,32.0,176.0,22.0,255.0,16.0,393.0,68.0,310.0,34.0
0,45,1.0,0.0,1.0,[1],310.0,34.0,255.0,16.0,318.0,32.0,463.0,64.0,393.0,68.0
0,46,1.0,0.0,1.0,[1],393.0,68.0,318.0,32.0,310.0,34.0,505.0,67.0,463.0,64.0
0,47,1.0,0.0,1.0,[1],463.0,64.0,310.0,34.0,393.0,68.0,395.0,99.0,505.0,67.0
0,48,1.0,0.0,1.0,[1],505.0,67.0,393.0,68.0,463.0,64.0,531.0,141.0,395.0,99.0
0,49,1.0,0.0,1.0,[1],395.0,99.0,463.0,64.0,505.0,67.0,483.0,215.0,531.0,141.0
0,50,1.0,0.0,1.0,[1],531.0,141.0,505.0,67.0,395.0,99.0,402.0,221.0,483.0,215.0
0,51,1.0,0.0,1.0,[1],483.0,215.0,395.0,99.0,531.0,141.0,311.0,196.0,402.0,221.0
0,52,1.0,0.0,1.0,[1],402.0,221.0,531.0,141.0,483.0,215.0,274.0,91.0,311.0,196.0
0,53,1.0,0.0,1.0,[1],311.0,196.0,483.0,215.0,402.0,221.0,208.0,85.0,274.0,91.0
0,54,1.0,0.0,1.0,[1],274.0,91.0,402.0,221.0,311.0,196.0,169.0,75.0,208.0,85.0
0,55,1.0,0.0,1.0,[1],208.0,85.0,311.0,196.0,274.0,91.0,127.0,72.0,169.0,75.0
0,56,1.0,0.0,1.0,[1],169.0,75.0,274.0,91.0,208.0,85.0,144.0,80.0,127.0,72.0
0,57,1.0,0.0,1.0,[1],127.0,72.0,208.0,85.0,169.0,75.0,134.0,84.0,144.0,80.0
0,58,1.0,0.0,1.0,[1],144.0,80.0,169.0,75.0,127.0,72.0,116.0,71.0,134.0,84.0
0,59,1.0,0.0,1.0,[1],134.0,84.0,127.0,72.0,144.0,80.0,122.0,59.0,116.0,71.0
0,60,1.0,0.0,1.0,[1],116.0,71.0,144.0,80.0,134.0,84.0,109.0,107.0,122.0,59.0
0,61,1.0,0.0,1.0,[1],122.0,59.0,134.0,84.0,116.0,71.0,114.0,86.0,109.0,107.0
0,62,1.0,0.0,1.0,[1],109.0,107.0,116.0,71.0,122.0,59.0,78.0,77.0,114.0,86.0
0,63,1.0,0.0,1.0,[1],114.0,86.0,122.0,59.0,109.0,107.0,79.0,94.0,78.0,77.0
0,64,1.0,0.0,1.0,[1],78.0,77.0,109.0,107.0,114.0,86.0,86.0,62.0,79.0,94.0
0,65,1.0,0.0,1.0,[1],79.0,94.0,114.0,86.0,78.0,77.0,37.0,100.0,86.0,62.0
0,66,1.0,0.0,1.0,[1],86.0,62.0,78.0,77.0,79.0,94.0,51.0,81.0,37.0,100.0
0,67,1.0,0.0,1.0,[1],37.0,100.0,79.0,94.0,86.0,62.0,99.0,89.0,51.0,81.0
0,68,1.0,0.0,1.0,[1],51.0,81.0,86.0,62.0,37.0,100.0,79.0,61.0,99.0,89.0
