stationID,time_cut,inNums,outNums,weekday
0,34,27,0,6
0,35,14,0,6
0,36,18,0,6
0,37,16,0,6
0,38,21,1,6
0,39,55,26,6
0,40,48,39,6
0,41,68,13,6
0,42,81,21,6
0,43,119,34,6
0,44,102,24,6
0,45,117,30,6
0,46,114,46,6
0,47,200,22,6
0,48,144,45,6
0,49,125,46,6
0,50,146,77,6
0,51,122,61,6
0,52,189,101,6
0,53,157,66,6
0,54,142,69,6
0,55,176,66,6
0,56,135,68,6
0,57,158,54,6
0,58,156,95,6
0,59,146,93,6
0,60,187,61,6
0,61,159,82,6
0,62,118,57,6
0,63,147,95,6
0,64,172,77,6
0,65,143,104,6
0,66,135,85,6
0,67,86,97,6
0,68,149,103,6
0,69,139,65,6
0,70,124,95,6
0,71,118,74,6
0,72,137,107,6
0,73,111,63,6
0,74,128,95,6
0,75,152,75,6
0,76,105,113,6
0,77,140,109,6
0,78,125,95,6
0,79,113,120,6
0,80,122,105,6
0,81,118,142,6
0,82,178,99,6
0,83,110,151,6
0,84,152,105,6
0,85,112,137,6
0,86,125,107,6
0,87,138,176,6
0,88,140,161,6
0,89,108,119,6
0,90,102,156,6
0,91,86,115,6
0,92,112,171,6
0,93,119,109,6
0,94,84,140,6
0,95,84,108,6
0,96,104,195,6
0,97,125,160,6
0,98,127,124,6
0,99,126,192,6
0,100,106,125,6
0,101,108,164,6
0,102,114,135,6
0,103,123,140,6
0,104,98,145,6
0,105,98,109,6
0,106,89,113,6
0,107,93,107,6
0,108,123,135,6
0,109,79,115,6
0,110,98,103,6
0,111,42,71,6
0,112,66,92,6
0,113,56,91,6
0,114,63,90,6
0,115,51,71,6
0,116,54,69,6
0,117,58,70,6
0,118,43,67,6
0,119,50,84,6
0,120,38,66,6
0,121,40,55,6
0,122,32,66,6
0,123,38,80,6
0,124,28,49,6
0,125,45,70,6
0,126,40,75,6
0,127,32,101,6
0,128,25,76,6
0,129,16,71,6
0,130,16,43,6
0,131,22,69,6
0,132,16,63,6
0,133,22,30,6
0,134,18,33,6
0,135,10,31,6
0,136,3,32,6
0,137,0,39,6
0,138,0,30,6
0,139,0,15,6
0,140,0,21,6
0,141,0,5,6
0,142,0,14,6
0,143,0,2,6
1,34,7,0,6
1,35,8,0,6
1,36,5,0,6
1,37,15,0,6
1,38,18,0,6
1,39,22,11,6
1,40,27,11,6
1,41,36,7,6
1,42,40,6,6
1,43,51,11,6
1,44,57,10,6
1,45,62,17,6
1,46,49,7,6
1,47,69,26,6
1,48,75,18,6
1,49,78,14,6
1,50,76,41,6
1,51,83,25,6
1,52,104,39,6
1,53,90,29,6
1,54,64,20,6
1,55,84,17,6
1,56,70,24,6
1,57,90,14,6
1,58,79,25,6
1,59,63,33,6
1,60,64,30,6
1,61,69,37,6
1,62,67,22,6
1,63,84,44,6
1,64,78,20,6
1,65,62,32,6
1,66,66,14,6
1,67,68,42,6
1,68,71,29,6
1,69,91,31,6
1,70,93,35,6
1,71,66,26,6
1,72,65,38,6
1,73,66,28,6
1,74,85,33,6
1,75,90,32,6
1,76,87,48,6
1,77,78,27,6
1,78,95,28,6
1,79,67,61,6
1,80,84,37,6
1,81,87,56,6
1,82,92,54,6
1,83,70,37,6
1,84,80,43,6
1,85,81,54,6
1,86,90,31,6
1,87,57,57,6
1,88,68,45,6
1,89,97,58,6
1,90,55,64,6
1,91,65,45,6
1,92,55,61,6
1,93,69,55,6
1,94,56,76,6
1,95,65,51,6
1,96,73,90,6
1,97,72,62,6
1,98,75,103,6
1,99,67,87,6
1,100,59,94,6
1,101,44,109,6
1,102,41,55,6
1,103,61,89,6
1,104,56,71,6
1,105,59,141,6
1,106,59,99,6
1,107,61,97,6
1,108,64,81,6
1,109,60,100,6
1,110,67,108,6
1,111,68,72,6
1,112,53,127,6
1,113,45,51,6
1,114,32,104,6
1,115,27,64,6
1,116,37,70,6
1,117,28,63,6
1,118,38,115,6
1,119,31,91,6
1,120,31,99,6
1,121,17,79,6
1,122,19,117,6
1,123,18,111,6
1,124,27,96,6
1,125,25,86,6
1,126,13,96,6
1,127,16,76,6
1,128,32,127,6
1,129,14,91,6
1,130,8,76,6
1,131,10,93,6
1,132,15,70,6
1,133,7,80,6
1,134,9,54,6
1,135,9,69,6
1,136,3,59,6
1,137,0,45,6
1,138,2,42,6
1,139,0,22,6
1,140,0,24,6
1,141,0,19,6
1,142,0,11,6
2,33,1,0,6
2,34,8,0,6
2,35,17,0,6
2,36,20,0,6
2,37,37,0,6
2,38,34,9,6
2,39,61,11,6
2,40,71,7,6
2,41,54,11,6
2,42,83,17,6
2,43,86,18,6
2,44,125,26,6
2,45,115,27,6
2,46,97,44,6
2,47,123,56,6
2,48,158,62,6
2,49,158,98,6
2,50,158,67,6
2,51,121,105,6
2,52,166,83,6
2,53,123,84,6
2,54,157,76,6
2,55,153,88,6
2,56,156,73,6
2,57,184,96,6
2,58,160,66,6
2,59,158,91,6
2,60,161,80,6
2,61,162,70,6
2,62,168,110,6
2,63,173,67,6
2,64,170,77,6
2,65,158,68,6
2,66,176,77,6
2,67,169,72,6
2,68,168,101,6
2,69,199,88,6
2,70,182,67,6
2,71,150,106,6
2,72,166,94,6
2,73,178,106,6
2,74,212,82,6
2,75,162,121,6
2,76,158,97,6
2,77,187,127,6
2,78,185,99,6
2,79,170,103,6
2,80,232,123,6
2,81,172,103,6
2,82,211,139,6
2,83,195,109,6
2,84,213,144,6
2,85,183,118,6
2,86,218,188,6
2,87,175,131,6
2,88,177,182,6
2,89,159,178,6
2,90,139,129,6
2,91,145,232,6
2,92,179,161,6
2,93,146,251,6
2,94,154,185,6
2,95,132,242,6
2,96,123,200,6
2,97,109,239,6
2,98,147,212,6
2,99,123,277,6
2,100,98,223,6
2,101,124,210,6
2,102,148,256,6
2,103,136,207,6
2,104,144,274,6
2,105,128,202,6
2,106,179,275,6
2,107,158,210,6
2,108,128,279,6
2,109,127,219,6
2,110,118,227,6
2,111,136,275,6
2,112,91,192,6
2,113,113,221,6
2,114,108,176,6
2,115,83,250,6
2,116,86,211,6
2,117,70,188,6
2,118,81,209,6
2,119,56,218,6
2,120,63,258,6
2,121,61,234,6
2,122,54,176,6
2,123,42,169,6
2,124,58,247,6
2,125,56,251,6
2,126,60,250,6
2,127,40,207,6
2,128,48,197,6
2,129,33,171,6
2,130,40,174,6
2,131,28,175,6
2,132,29,181,6
2,133,35,139,6
2,134,23,127,6
2,135,23,141,6
2,136,11,142,6
2,137,5,100,6
2,138,1,77,6
2,139,0,65,6
2,140,3,26,6
2,141,0,49,6
2,142,0,16,6
