stationID,time_cut,inNums,outNums,weekday
0,23,1,0,6
0,24,0,1,6
0,33,3,0,6
0,34,29,0,6
0,35,27,1,6
0,36,18,0,6
0,37,26,0,6
0,38,35,0,6
0,39,53,32,6
0,40,72,23,6
0,41,75,9,6
0,42,65,24,6
0,43,124,27,6
0,44,143,25,6
0,45,86,27,6
0,46,138,36,6
0,47,135,44,6
0,48,148,46,6
0,49,191,52,6
0,50,204,46,6
0,51,184,39,6
0,52,171,66,6
0,53,190,64,6
0,54,192,59,6
0,55,159,71,6
0,56,216,88,6
0,57,168,74,6
0,58,189,56,6
0,59,230,69,6
0,60,203,51,6
0,61,177,93,6
0,62,187,54,6
0,63,168,83,6
0,64,124,78,6
0,65,134,121,6
0,66,138,94,6
0,67,120,90,6
0,68,132,93,6
0,69,134,82,6
0,70,95,81,6
0,71,103,74,6
0,72,124,112,6
0,73,120,92,6
0,74,172,125,6
0,75,127,83,6
0,76,139,121,6
0,77,157,89,6
0,78,103,93,6
0,79,111,102,6
0,80,107,75,6
0,81,122,140,6
0,82,147,90,6
0,83,103,156,6
0,84,132,79,6
0,85,156,173,6
0,86,117,136,6
0,87,129,138,6
0,88,116,183,6
0,89,117,103,6
0,90,103,179,6
0,91,87,131,6
0,92,138,186,6
0,93,146,144,6
0,94,94,169,6
0,95,135,117,6
0,96,114,213,6
0,97,118,178,6
0,98,117,169,6
0,99,109,171,6
0,100,122,149,6
0,101,93,214,6
0,102,123,110,6
0,103,89,143,6
0,104,112,134,6
0,105,117,148,6
0,106,83,147,6
0,107,97,108,6
0,108,86,151,6
0,109,87,97,6
0,110,72,113,6
0,111,78,90,6
0,112,71,102,6
0,113,72,93,6
0,114,51,80,6
0,115,54,97,6
0,116,53,95,6
0,117,58,80,6
0,118,39,89,6
0,119,60,76,6
0,120,35,81,6
0,121,30,97,6
0,122,39,57,6
0,123,53,58,6
0,124,30,78,6
0,125,35,94,6
0,126,20,67,6
0,127,16,68,6
0,128,19,69,6
0,129,14,51,6
0,130,26,60,6
0,131,41,61,6
0,132,16,41,6
0,133,20,37,6
0,134,2,38,6
0,135,5,46,6
0,136,2,52,6
0,137,0,56,6
0,138,0,12,6
0,139,0,22,6
0,140,0,16,6
0,141,0,5,6
0,142,0,11,6
0,143,0,3,6
1,34,13,0,6
1,35,8,0,6
1,36,9,0,6
1,37,11,0,6
1,38,19,8,6
1,39,26,10,6
1,40,16,8,6
1,41,37,13,6
1,42,37,6,6
1,43,57,15,6
1,44,63,12,6
1,45,62,12,6
1,46,80,14,6
1,47,68,8,6
1,48,87,9,6
1,49,105,16,6
1,50,95,30,6
1,51,87,36,6
1,52,88,47,6
1,53,80,30,6
1,54,84,28,6
1,55,99,15,6
1,56,76,28,6
1,57,93,19,6
1,58,69,43,6
1,59,53,25,6
1,60,68,40,6
1,61,86,29,6
1,62,67,23,6
1,63,96,48,6
1,64,74,23,6
1,65,85,27,6
1,66,64,20,6
1,67,78,41,6
1,68,88,36,6
1,69,91,40,6
1,70,62,38,6
1,71,73,29,6
1,72,87,41,6
1,73,80,24,6
1,74,69,34,6
1,75,71,27,6
1,76,99,34,6
1,77,88,32,6
1,78,99,46,6
1,79,93,42,6
1,80,90,35,6
1,81,70,31,6
1,82,97,57,6
1,83,96,42,6
1,84,69,35,6
1,85,64,49,6
1,86,84,31,6
1,87,101,63,6
1,88,76,37,6
1,89,66,52,6
1,90,83,45,6
1,91,64,66,6
1,92,67,68,6
1,93,61,46,6
1,94,61,76,6
1,95,50,59,6
1,96,58,61,6
1,97,60,65,6
1,98,42,101,6
1,99,47,99,6
1,100,49,79,6
1,101,52,122,6
1,102,60,74,6
1,103,63,117,6
1,104,58,104,6
1,105,65,119,6
1,106,44,78,6
1,107,56,118,6
1,108,56,98,6
1,109,52,79,6
1,110,39,93,6
1,111,29,95,6
1,112,36,91,6
1,113,49,74,6
1,114,35,73,6
1,115,46,99,6
1,116,25,71,6
1,117,37,82,6
1,118,43,80,6
1,119,15,113,6
1,120,39,73,6
1,121,22,88,6
1,122,19,85,6
1,123,31,88,6
1,124,17,95,6
1,125,11,75,6
1,126,23,99,6
1,127,15,80,6
1,128,13,109,6
1,129,9,101,6
1,130,8,70,6
1,131,15,69,6
1,132,13,94,6
1,133,6,63,6
1,134,8,65,6
1,135,9,58,6
1,136,5,57,6
1,137,0,45,6
1,138,0,27,6
1,139,1,44,6
1,140,0,20,6
1,141,0,12,6
1,142,1,7,6
1,143,1,3,6
2,26,1,1,6
2,34,11,0,6
2,35,19,0,6
2,36,18,0,6
2,37,38,0,6
2,38,35,14,6
2,39,56,15,6
2,40,44,6,6
2,41,85,9,6
2,42,79,12,6
2,43,73,32,6
2,44,96,27,6
2,45,104,34,6
2,46,114,39,6
2,47,148,46,6
2,48,159,85,6
2,49,149,113,6
2,50,160,90,6
2,51,131,99,6
2,52,134,96,6
2,53,168,84,6
2,54,191,70,6
2,55,175,88,6
2,56,193,53,6
2,57,186,117,6
2,58,186,94,6
2,59,151,51,6
2,60,167,62,6
2,61,160,98,6
2,62,177,77,6
2,63,171,78,6
2,64,175,86,6
2,65,163,53,6
2,66,200,87,6
2,67,165,61,6
2,68,182,120,6
2,69,176,86,6
2,70,195,104,6
2,71,188,103,6
2,72,158,63,6
2,73,160,118,6
2,74,217,106,6
2,75,178,125,6
2,76,206,85,6
2,77,209,100,6
2,78,191,127,6
2,79,195,135,6
2,80,204,138,6
2,81,238,96,6
2,82,224,130,6
2,83,200,112,6
2,84,173,157,6
2,85,172,101,6
2,86,205,200,6
2,87,166,120,6
2,88,185,174,6
2,89,179,138,6
2,90,158,123,6
2,91,176,205,6
2,92,181,143,6
2,93,152,172,6
2,94,148,161,6
2,95,173,223,6
2,96,122,242,6
2,97,127,240,6
2,98,124,216,6
2,99,129,245,6
2,100,137,230,6
2,101,111,238,6
2,102,158,287,6
2,103,106,203,6
2,104,132,313,6
2,105,151,226,6
2,106,161,268,6
2,107,123,258,6
2,108,139,212,6
