stationID,time_cut,inNums,outNums,weekday
0,0,0,2,2
0,4,1,1,2
0,32,1,0,2
0,33,4,0,2
0,34,27,0,2
0,35,27,0,2
0,36,26,1,2
0,37,48,1,2
0,38,61,0,2
0,39,99,35,2
0,40,109,25,2
0,41,149,26,2
0,42,163,26,2
0,43,275,22,2
0,44,293,27,2
0,45,363,35,2
0,46,382,37,2
0,47,367,58,2
0,48,464,66,2
0,49,439,80,2
0,50,458,101,2
0,51,446,256,2
0,52,424,216,2
0,53,306,166,2
0,54,271,112,2
0,55,225,82,2
0,56,193,81,2
0,57,135,93,2
0,58,110,82,2
0,59,178,89,2
0,60,108,76,2
0,61,190,79,2
0,62,156,90,2
0,63,121,69,2
0,64,125,99,2
0,65,89,108,2
0,66,90,79,2
0,67,93,128,2
0,68,110,83,2
0,69,120,108,2
0,70,129,93,2
0,71,162,88,2
0,72,136,76,2
0,73,145,102,2
0,74,107,95,2
0,75,112,83,2
0,76,122,124,2
0,77,118,115,2
0,78,136,78,2
0,79,106,103,2
0,80,101,98,2
0,81,109,88,2
0,82,118,98,2
0,83,108,106,2
0,84,83,103,2
0,85,84,130,2
0,86,101,92,2
0,87,69,102,2
0,88,100,135,2
0,89,80,141,2
0,90,76,116,2
0,91,76,141,2
0,92,82,118,2
0,93,70,141,2
0,94,97,153,2
0,95,89,152,2
0,96,95,108,2
0,97,100,141,2
0,98,62,133,2
0,99,107,114,2
0,100,147,134,2
0,101,165,167,2
0,102,198,126,2
0,103,140,177,2
0,104,179,168,2
0,105,247,196,2
0,106,119,220,2
0,107,87,244,2
0,108,76,305,2
0,109,79,247,2
0,110,45,248,2
0,111,39,277,2
0,112,62,223,2
0,113,79,158,2
0,114,50,145,2
0,115,50,126,2
0,116,34,140,2
0,117,53,116,2
0,118,37,100,2
0,119,48,100,2
0,120,39,121,2
0,121,42,80,2
0,122,59,91,2
0,123,48,87,2
0,124,49,89,2
0,125,43,117,2
0,126,41,111,2
0,127,26,89,2
0,128,37,66,2
0,129,17,109,2
0,130,24,89,2
0,131,9,75,2
0,132,20,50,2
0,133,20,61,2
0,134,10,47,2
0,135,6,56,2
0,136,6,36,2
0,137,6,38,2
0,138,0,22,2
0,139,6,20,2
0,140,0,16,2
0,141,0,9,2
0,142,0,2,2
0,143,0,3,2
1,0,0,4,2
1,1,0,1,2
1,20,1,1,2
1,25,1,1,2
1,33,1,0,2
1,34,8,0,2
1,35,21,0,2
1,36,21,0,2
1,37,18,0,2
1,38,21,6,2
1,39,34,14,2
1,40,49,0,2
1,41,71,10,2
1,42,99,7,2
1,43,125,13,2
1,44,199,16,2
1,45,241,23,2
1,46,273,29,2
1,47,356,38,2
1,48,388,42,2
1,49,433,52,2
1,50,390,49,2
1,51,374,64,2
1,52,325,54,2
1,53,207,52,2
1,54,255,47,2
1,55,191,27,2
1,56,98,29,2
1,57,83,23,2
1,58,78,34,2
1,59,60,29,2
1,60,58,24,2
1,61,52,40,2
1,62,56,27,2
1,63,51,30,2
1,64,51,24,2
1,65,46,25,2
1,66,46,23,2
1,67,46,24,2
1,68,42,31,2
1,69,40,31,2
1,70,33,53,2
1,71,38,29,2
1,72,28,58,2
1,73,56,46,2
1,74,65,29,2
1,75,50,38,2
1,76,59,32,2
1,77,48,32,2
1,78,44,30,2
1,79,57,28,2
1,80,52,36,2
1,81,43,20,2
1,82,42,48,2
1,83,36,31,2
1,84,47,43,2
1,85,38,31,2
1,86,33,25,2
1,87,41,35,2
1,88,38,42,2
1,89,45,37,2
1,90,23,37,2
1,91,34,45,2
1,92,31,22,2
1,93,24,41,2
1,94,32,52,2
1,95,37,42,2
1,96,35,59,2
1,97,34,63,2
1,98,40,40,2
1,99,36,55,2
1,100,33,57,2
1,101,41,43,2
1,102,44,104,2
1,103,47,92,2
1,104,39,124,2
1,105,54,118,2
1,106,53,155,2
1,107,50,162,2
1,108,66,203,2
1,109,43,146,2
1,110,51,217,2
1,111,58,208,2
1,112,41,157,2
1,113,27,188,2
1,114,18,177,2
1,115,25,135,2
1,116,37,105,2
1,117,24,117,2
1,118,14,116,2
1,119,16,84,2
1,120,22,114,2
1,121,24,131,2
1,122,24,107,2
1,123,18,118,2
1,124,17,115,2
1,125,23,84,2
1,126,16,122,2
1,127,11,127,2
1,128,19,156,2
1,129,15,127,2
1,130,14,99,2
1,131,6,102,2
1,132,16,102,2
1,133,28,98,2
1,134,16,87,2
1,135,5,49,2
1,136,10,57,2
1,137,6,48,2
1,138,1,40,2
1,139,0,36,2
1,140,0,28,2
1,141,0,7,2
1,142,0,23,2
1,143,0,2,2
2,0,0,4,2
2,7,2,1,2
2,10,0,1,2
2,32,2,0,2
2,33,2,1,2
2,34,13,0,2
2,35,24,0,2
2,36,27,0,2
2,37,59,0,2
2,38,47,14,2
2,39,76,8,2
2,40,99,14,2
2,41,119,22,2
2,42,168,33,2
2,43,236,54,2
2,44,318,93,2
2,45,362,138,2
2,46,449,251,2
2,47,545,370,2
2,48,624,413,2
2,49,569,754,2
2,50,573,705,2
2,51,535,1045,2
2,52,417,861,2
2,53,336,639,2
2,54,359,478,2
2,55,280,379,2
2,56,212,254,2
2,57,165,183,2
2,58,187,206,2
2,59,99,165,2
2,60,138,123,2
2,61,120,105,2
2,62,125,77,2
2,63,157,135,2
2,64,117,59,2
2,65,117,124,2
2,66,88,93,2
2,67,106,63,2
2,68,97,107,2
2,69,95,105,2
2,70,100,78,2
2,71,124,111,2
2,72,116,131,2
2,73,119,70,2
2,74,133,117,2
2,75,119,105,2
2,76,121,66,2
2,77,102,100,2
2,78,131,118,2
2,79,115,82,2
2,80,152,102,2
2,81,122,98,2
2,82,111,72,2
2,83,139,87,2
2,84,105,90,2
2,85,85,74,2
2,86,105,85,2
2,87,101,113,2
2,88,116,85,2
2,89,90,114,2
2,90,106,91,2
2,91,91,76,2
2,92,103,125,2
2,93,88,117,2
2,94,86,70,2
2,95,103,138,2
2,96,125,159,2
2,97,72,99,2
2,98,93,140,2
2,99,140,143,2
2,100,131,105,2
2,101,161,131,2
2,102,155,136,2
2,103,252,154,2
2,104,341,205,2
2,105,241,294,2
2,106,436,301,2
2,107,495,265,2
2,108,368,343,2
2,109,443,364,2
2,110,582,353,2
2,111,445,325,2
2,112,394,313,2
2,113,333,290,2
2,114,245,202,2
2,115,241,267,2
2,116,203,219,2
2,117,160,161,2
2,118,171,172,2
2,119,139,227,2
2,120,116,188,2
2,121,172,158,2
2,122,163,145,2
2,123,116,191,2
2,124,139,197,2
2,125,159,169,2
2,126,127,292,2
2,127,105,192,2
2,128,145,188,2
2,129,104,199,2
2,130,85,202,2
2,131,71,169,2
2,132,46,179,2
2,133,57,131,2
2,134,56,133,2
2,135,43,118,2
2,136,22,94,2
2,137,9,85,2
2,138,4,65,2
2,139,7,51,2
2,140,4,54,2
2,141,0,29,2
2,142,0,9,2
2,143,0,11,2
3,0,2,2,2
3,1,1,0,2
3,2,1,3,2
3,3,1,0,2
3,6,1,0,2
3,7,0,1,2
3,8,0,1,2
3,34,10,0,2
3,35,17,0,2
3,36,22,0,2
3,37,34,2,2
3,38,41,6,2
3,39,62,12,2
3,40,87,8,2
3,41,136,25,2
3,42,167,33,2
3,43,200,51,2
3,44,302,62,2
3,45,415,104,2
3,46,489,131,2
3,47,626,246,2
3,48,659,183,2
3,49,559,265,2
3,50,588,236,2
3,51,512,348,2
3,52,430,265,2
3,53,281,239,2
3,54,263,190,2
3,55,295,139,2
3,56,170,81,2
3,57,138,89,2
3,58,141,82,2
3,59,140,62,2
3,60,117,77,2
3,61,120,99,2
3,62,151,48,2
3,63,175,53,2
3,64,156,60,2
3,65,127,56,2
3,66,162,43,2
3,67,111,67,2
3,68,79,74,2
3,69,121,43,2
3,70,112,71,2
3,71,85,69,2
3,72,75,64,2
3,73,94,75,2
3,74,102,72,2
3,75,100,60,2
3,76,91,97,2
3,77,95,77,2
3,78,90,50,2
3,79,95,69,2
3,80,93,76,2
3,81,91,59,2
3,82,59,75,2
3,83,79,80,2
3,84,64,55,2
3,85,57,67,2
3,86,77,78,2
3,87,69,58,2
3,88,96,98,2
3,89,51,92,2
3,90,70,65,2
3,91,73,82,2
3,92,75,92,2
3,93,60,63,2
3,94,80,130,2
3,95,63,122,2
3,96,66,94,2
3,97,75,113,2
3,98,70,106,2
3,99,54,87,2
3,100,76,139,2
3,101,101,143,2
3,102,69,121,2
3,103,122,170,2
3,104,147,252,2
3,105,110,260,2
3,106,130,275,2
3,107,176,328,2
3,108,136,393,2
3,109,160,407,2
3,110,193,294,2
3,111,166,402,2
3,112,173,296,2
3,113,186,238,2
3,114,116,284,2
3,115,150,174,2
3,116,108,157,2
3,117,73,221,2
3,118,146,136,2
3,119,84,147,2
3,120,80,151,2
3,121,135,215,2
3,122,95,131,2
3,123,142,175,2
3,124,104,187,2
3,125,114,194,2
3,126,94,136,2
3,127,94,192,2
3,128,64,245,2
3,129,95,133,2
3,130,136,130,2
3,131,53,158,2
3,132,36,183,2
3,133,57,97,2
3,134,29,101,2
3,135,29,102,2
3,136,31,102,2
3,137,9,92,2
3,138,4,59,2
3,139,2,52,2
3,140,2,12,2
3,141,0,19,2
3,142,0,12,2
3,143,0,3,2
4,0,0,4,2
4,1,2,2,2
4,3,2,0,2
4,4,0,1,2
4,5,2,2,2
4,6,0,2,2
4,8,1,1,2
4,24,3,0,2
4,25,0,3,2
4,32,1,0,2
4,34,12,2,2
4,35,13,0,2
4,36,32,2,2
4,37,39,4,2
4,38,39,48,2
4,39,77,61,2
4,40,100,52,2
4,41,125,72,2
4,42,135,104,2
4,43,207,139,2
4,44,307,235,2
4,45,423,354,2
4,46,458,617,2
4,47,539,740,2
4,48,681,1019,2
4,49,478,1734,2
4,50,480,2237,2
4,51,529,2249,2
4,52,370,2351,2
4,53,288,1738,2
4,54,342,1513,2
4,55,285,1441,2
4,56,292,1060,2
4,57,280,627,2
