stationID,time_cut,inNums,outNums,weekday
0,0,0,3,1
0,33,7,0,1
0,34,14,0,1
0,35,19,1,1
0,36,44,0,1
0,37,35,0,1
0,38,58,0,1
0,39,78,42,1
0,40,110,18,1
0,41,156,15,1
0,42,184,16,1
0,43,241,27,1
0,44,317,22,1
0,45,370,40,1
0,46,364,36,1
0,47,434,59,1
0,48,439,57,1
0,49,438,78,1
0,50,519,160,1
0,51,474,279,1
0,52,357,230,1
0,53,236,170,1
0,54,306,76,1
0,55,227,95,1
0,56,150,74,1
0,57,173,73,1
0,58,121,72,1
0,59,148,74,1
0,60,137,79,1
0,61,150,89,1
0,62,118,73,1
0,63,108,91,1
0,64,107,94,1
0,65,86,79,1
0,66,108,62,1
0,67,84,120,1
0,68,93,106,1
0,69,107,72,1
0,70,99,113,1
0,71,162,69,1
0,72,148,51,1
0,73,132,98,1
0,74,155,79,1
0,75,104,91,1
0,76,86,110,1
0,77,98,116,1
0,78,138,95,1
0,79,119,125,1
0,80,118,101,1
0,81,83,72,1
0,82,100,112,1
0,83,117,94,1
0,84,112,102,1
0,85,99,112,1
0,86,90,82,1
0,87,73,109,1
0,88,70,136,1
0,89,72,115,1
0,90,92,117,1
0,91,71,134,1
0,92,67,131,1
0,93,70,103,1
0,94,58,132,1
0,95,94,115,1
0,96,77,125,1
0,97,71,144,1
0,98,129,120,1
0,99,81,104,1
0,100,92,150,1
0,101,157,111,1
0,102,137,121,1
0,103,154,140,1
0,104,148,204,1
0,105,188,183,1
0,106,155,246,1
0,107,73,282,1
0,108,79,270,1
0,109,56,267,1
0,110,58,256,1
0,111,50,267,1
0,112,53,178,1
0,113,47,162,1
0,114,39,163,1
0,115,40,139,1
0,116,31,149,1
0,117,38,89,1
0,118,19,89,1
0,119,33,133,1
0,120,42,96,1
0,121,30,113,1
0,122,38,77,1
0,123,42,105,1
0,124,24,83,1
0,125,21,108,1
0,126,30,97,1
0,127,31,91,1
0,128,13,72,1
0,129,15,89,1
0,130,16,74,1
0,131,16,73,1
0,132,4,68,1
0,133,16,47,1
0,134,4,55,1
0,135,8,53,1
0,136,6,52,1
0,137,2,30,1
0,138,1,20,1
0,139,2,21,1
0,140,0,20,1
0,141,0,10,1
0,142,0,6,1
0,143,0,11,1
1,0,0,3,1
1,1,0,1,1
1,34,8,0,1
1,35,18,0,1
1,36,9,0,1
1,37,10,0,1
1,38,16,4,1
