stationID,time_cut,inNums,outNums,weekday
0,4,0,2,2
0,32,2,0,2
0,33,8,0,2
0,34,8,0,2
0,35,17,2,2
0,36,16,1,2
0,37,38,0,2
0,38,35,0,2
0,39,86,32,2
0,40,109,23,2
0,41,123,19,2
0,42,167,26,2
0,43,249,22,2
0,44,254,21,2
0,45,340,33,2
0,46,408,50,2
0,47,429,53,2
0,48,432,59,2
0,49,424,83,2
0,50,430,125,2
0,51,486,205,2
0,52,352,201,2
0,53,272,116,2
0,54,248,67,2
0,55,171,73,2
0,56,194,65,2
0,57,103,54,2
0,58,109,77,2
0,59,107,59,2
0,60,128,55,2
0,61,105,76,2
0,62,117,80,2
0,63,92,63,2
0,64,74,71,2
0,65,93,55,2
0,66,50,96,2
0,67,46,86,2
0,68,98,81,2
0,69,79,55,2
0,70,87,59,2
0,71,131,94,2
0,72,68,76,2
0,73,99,68,2
0,74,94,74,2
0,75,87,97,2
0,76,69,89,2
0,77,89,82,2
0,78,70,66,2
0,79,72,64,2
0,80,96,94,2
0,81,70,58,2
0,82,72,68,2
0,83,56,41,2
0,84,80,94,2
0,85,63,80,2
0,86,46,66,2
0,87,69,72,2
0,88,64,56,2
0,89,54,101,2
0,90,44,99,2
0,91,63,80,2
0,92,72,100,2
0,93,48,88,2
0,94,68,115,2
0,95,77,78,2
0,96,84,86,2
0,97,50,105,2
0,98,63,104,2
0,99,66,103,2
0,100,63,95,2
0,101,121,106,2
0,102,199,133,2
0,103,88,161,2
0,104,213,165,2
0,105,85,186,2
0,106,77,237,2
0,107,81,212,2
0,108,51,316,2
0,109,69,310,2
0,110,28,227,2
0,111,51,281,2
0,112,40,203,2
0,113,45,214,2
0,114,34,117,2
0,115,22,114,2
0,116,28,174,2
0,117,53,110,2
0,118,31,123,2
0,119,26,98,2
0,120,21,89,2
0,121,29,94,2
0,122,22,76,2
0,123,23,75,2
0,124,11,84,2
0,125,24,113,2
0,126,11,68,2
0,127,11,71,2
0,128,12,75,2
0,129,15,94,2
0,130,14,69,2
0,131,9,59,2
0,132,12,58,2
0,133,10,51,2
0,134,12,51,2
0,135,10,38,2
0,136,3,30,2
0,137,0,33,2
0,138,0,23,2
