stationID,time_cut,inNums,outNums,weekday
0,33,2,0,5
0,34,10,0,5
0,35,17,1,5
0,36,18,0,5
0,37,44,1,5
0,38,18,1,5
0,39,35,33,5
0,40,53,33,5
0,41,64,22,5
0,42,81,30,5
0,43,128,37,5
0,44,150,34,5
0,45,119,39,5
0,46,155,36,5
0,47,158,37,5
0,48,219,46,5
0,49,170,62,5
0,50,181,87,5
0,51,192,39,5
0,52,123,70,5
0,53,154,71,5
0,54,137,84,5
0,55,180,77,5
0,56,148,71,5
0,57,165,104,5
0,58,123,66,5
0,59,153,62,5
0,60,150,71,5
0,61,116,115,5
0,62,130,89,5
0,63,119,91,5
0,64,120,66,5
0,65,102,74,5
0,66,110,62,5
0,67,83,92,5
0,68,103,105,5
0,69,93,68,5
0,70,84,90,5
0,71,102,89,5
0,72,86,86,5
0,73,128,68,5
0,74,124,116,5
0,75,107,99,5
0,76,124,75,5
0,77,106,104,5
0,78,112,78,5
0,79,147,114,5
0,80,112,91,5
0,81,144,147,5
0,82,104,87,5
0,83,75,137,5
0,84,116,96,5
0,85,129,99,5
0,86,96,119,5
0,87,92,148,5
0,88,94,138,5
0,89,92,116,5
0,90,116,161,5
0,91,61,118,5
0,92,84,154,5
0,93,74,125,5
0,94,82,122,5
0,95,98,112,5
0,96,65,155,5
0,97,115,158,5
0,98,93,110,5
0,99,80,167,5
0,100,66,152,5
0,101,114,158,5
0,102,115,118,5
0,103,80,190,5
0,104,68,166,5
0,105,81,140,5
0,106,84,155,5
0,107,74,114,5
0,108,70,152,5
0,109,63,120,5
0,110,53,139,5
0,111,67,96,5
0,112,33,111,5
0,113,54,78,5
0,114,34,84,5
0,115,37,82,5
0,116,41,64,5
0,117,51,79,5
0,118,42,71,5
0,119,44,76,5
0,120,27,85,5
0,121,42,66,5
0,122,58,87,5
0,123,37,67,5
0,124,52,59,5
0,125,24,65,5
0,126,31,94,5
0,127,48,86,5
0,128,15,75,5
0,129,26,79,5
0,130,10,48,5
0,131,15,86,5
0,132,22,50,5
0,133,8,52,5
0,134,14,44,5
0,135,13,69,5
0,136,6,41,5
0,137,0,55,5
0,138,0,29,5
0,139,0,30,5
0,140,0,27,5
0,141,0,10,5
0,142,0,6,5
0,143,0,8,5
1,34,6,0,5
1,35,16,1,5
1,36,13,0,5
1,37,7,0,5
1,38,23,6,5
1,39,35,6,5
1,40,32,7,5
1,41,42,7,5
1,42,50,6,5
1,43,55,5,5
