stationID,time_cut,inNums,outNums,weekday
0,0,0,2,3
0,1,0,1,3
0,24,1,1,3
0,33,1,0,3
0,34,45,0,3
0,35,29,2,3
0,36,27,0,3
0,37,51,0,3
0,38,53,2,3
0,39,123,39,3
0,40,123,15,3
0,41,180,21,3
0,42,197,26,3
0,43,261,32,3
0,44,283,32,3
0,45,408,40,3
0,46,364,26,3
0,47,440,54,3
0,48,516,56,3
0,49,470,61,3
0,50,510,129,3
0,51,425,192,3
0,52,437,288,3
0,53,318,166,3
0,54,311,130,3
0,55,226,95,3
0,56,222,79,3
0,57,187,85,3
0,58,157,79,3
0,59,207,87,3
0,60,137,100,3
0,61,176,92,3
0,62,155,87,3
0,63,184,113,3
0,64,148,83,3
0,65,96,59,3
0,66,137,82,3
0,67,99,71,3
0,68,152,118,3
0,69,94,80,3
0,70,135,112,3
0,71,144,77,3
0,72,160,87,3
0,73,165,99,3
0,74,139,122,3
0,75,114,104,3
0,76,126,133,3
0,77,130,107,3
0,78,100,88,3
0,79,124,123,3
0,80,104,96,3
0,81,132,109,3
0,82,123,110,3
0,83,102,94,3
0,84,115,111,3
0,85,109,142,3
0,86,131,103,3
0,87,140,125,3
0,88,112,146,3
0,89,85,114,3
0,90,66,122,3
0,91,83,135,3
0,92,95,135,3
0,93,85,119,3
0,94,96,162,3
0,95,56,161,3
0,96,101,106,3
0,97,87,161,3
0,98,118,131,3
0,99,103,136,3
0,100,118,168,3
0,101,124,122,3
0,102,262,144,3
0,103,250,181,3
0,104,169,153,3
0,105,188,251,3
0,106,119,210,3
0,107,131,300,3
0,108,56,298,3
0,109,76,209,3
0,110,56,201,3
0,111,43,328,3
0,112,51,225,3
0,113,65,150,3
0,114,39,172,3
0,115,41,102,3
0,116,45,156,3
0,117,41,126,3
0,118,55,101,3
0,119,29,130,3
0,120,54,119,3
0,121,61,91,3
0,122,35,109,3
0,123,56,95,3
0,124,48,104,3
0,125,34,106,3
0,126,35,110,3
0,127,23,118,3
0,128,47,96,3
0,129,24,91,3
0,130,21,99,3
0,131,10,78,3
0,132,16,66,3
0,133,21,57,3
0,134,4,51,3
0,135,11,52,3
0,136,8,72,3
0,137,7,35,3
0,138,2,25,3
0,139,0,15,3
0,140,0,21,3
0,141,0,14,3
0,142,0,7,3
0,143,0,7,3
1,0,0,4,3
1,1,0,1,3
1,2,1,0,3
1,3,0,1,3
1,34,7,0,3
1,35,11,0,3
1,36,11,0,3
1,37,10,0,3
1,38,22,5,3
1,39,35,5,3
1,40,49,6,3
1,41,75,7,3
1,42,84,6,3
1,43,136,16,3
1,44,195,15,3
1,45,219,21,3
1,46,286,33,3
1,47,320,34,3
1,48,362,46,3
1,49,437,43,3
1,50,369,69,3
1,51,361,61,3
1,52,298,74,3
1,53,222,62,3
1,54,244,25,3
1,55,178,26,3
1,56,121,21,3
1,57,87,17,3
1,58,82,35,3
1,59,73,23,3
1,60,52,19,3
1,61,47,29,3
1,62,74,26,3
1,63,58,15,3
1,64,51,26,3
1,65,49,23,3
1,66,42,26,3
1,67,42,30,3
1,68,38,29,3
1,69,43,36,3
1,70,36,36,3
1,71,34,39,3
1,72,52,26,3
1,73,48,55,3
1,74,42,16,3
1,75,48,34,3
